Province,Type,Name,Tel,Longitude,Latitude
Eastern Cape,Clinic,Macacuma Satellite Clinic,071-8543832,27.352186,-30.457349
Eastern Cape,Clinic,Machibini Clinic (Kwabhaca),060-5579727,28.726172,-30.72652
Eastern Cape,Clinic,Machibini Clinic (Queenstown),083-5295915,27.024771,-31.920509
Eastern Cape,Clinic,Machubeni Clinic,079-6180184/073-4399706,27.18929,-31.55987
Eastern Cape,Clinic,Macibe Clinic,047-4981078,28.320286,-32.509413
Eastern Cape,Clinic,Maclear Clinic,045-9321155,28.35162,-31.06886
Eastern Cape,District Hospital,Maclear Hospital,0459321028/0459321219,28.347012,-31.075459
Eastern Cape,Clinic,Madlangala Clinic,833031820,28.3528,-30.1058
Eastern Cape,District Hospital,Madwaleni Hospital,475738901,28.88005,-32.0965
Eastern Cape,District Hospital,Madzikane kaZulu Memorial Hospital,392550333,29.002554,-30.881997
Eastern Cape,Clinic,Magadla Clinic,083-3031764,28.681784,-30.338227
Eastern Cape,Clinic,Magwa Clinic,083-3780688,29.671594,-31.4184
Eastern Cape,Clinic,Magwala Clinic,071-8595914,27.549768,-32.006743
Eastern Cape,Clinic,Mahasana Clinic,833644150,28.727489,-32.33607
Eastern Cape,Clinic,Mahlubini Clinic,072-6113166,27.628132,-32.063537
Eastern Cape,Clinic,Mahlungulu Clinic (KSD),083-3780496,28.49288,-31.57268
Eastern Cape,Clinic,Mahlungulu Clinic (Mhlontlo),071-8595689,28.81672,-31.077384
Eastern Cape,Clinic,Majola Clinic,083-3780619,29.318765,-31.516293
Eastern Cape,CHC,Makhotyana CHC,047-5558947,29.022912,-31.43541
Eastern Cape,Clinic,Makwantini Clinic,083-3031598,29.990211,-31.105733
Eastern Cape,Clinic,Malangeni Clinic,039-2538964,29.700685,-31.311207
Eastern Cape,Clinic,Maletswai Clinic,051-6332321,26.692395,-30.692789
Eastern Cape,Clinic,Malongwana Clinic,083-3031619/071-8595869,29.606057,-31.013647
Eastern Cape,Clinic,Malusi Clinic,083-4931355,28.872701,-31.578922
Eastern Cape,Clinic,Maluti CHC,392560118,28.788844,-30.265329
Eastern Cape,Clinic,Mampondomiseni Clinic,072-1043752,29.09081,-31.63437
Eastern Cape,Clinic,Mangcwanguleni Clinic,073-7429305,29.172623,-31.329304
Eastern Cape,Clinic,Mangoloaneng Clinic,083-3780763,28.460799,-30.518884
Eastern Cape,Clinic,Mangqamzeni Clinic,072-1244311,29.069079,-30.995591
Eastern Cape,Clinic,Mantlaneni Clinic,039-2523829,29.342718,-31.237756
Eastern Cape,Clinic,Mantusini Clinic,072-3094041,29.294014,-31.575012
Eastern Cape,Clinic,Manzana Clinic,083-3780556,28.009169,-31.737231
Eastern Cape,Clinic,Manzimahle Clinic,083-3780549,27.556549,-31.624819
Eastern Cape,Clinic,Mapheleni Clinic,072-9869333,29.2536,-30.78344
Eastern Cape,Clinic,Mapuzi Clinic,047-5759020,29.130018,-31.959265
Eastern Cape,Clinic,Maqanyeni Clinic,072-3631442,28.973141,-31.642225
Eastern Cape,Clinic,Maqashu Clinic,047-8786534,27.334743,-31.743298
Eastern Cape,Specialised Tb Hospital,Margery Parkes TB Hospital,498930031,24.556476,-32.267834
Eastern Cape,Specialised Tb Hospital,Marjorie Parrish TB Hospital,466245306,26.88126,-33.56243
Eastern Cape,Clinic,Marselle Clinic,466482247,26.635121,-33.679336
Eastern Cape,District Hospital,Martje Venter (Tarkastad) Hospital,045-8460053,26.258435,-32.009252
Eastern Cape,Clinic,Masakhane Clinic (Aberdeen),498460315,23.158642,-32.892649
Eastern Cape,Clinic,Masakhane Clinic (Hankey),042-2840314,24.872886,-33.82773
Eastern Cape,Clinic,Masakhane Clinic (N Mandela Metro),415063100,25.44428,-33.92395
Eastern Cape,Clinic,Masakhane Clinic (Zwelitsha),040-6557001,27.43269,-32.925458
Eastern Cape,Clinic,Masakhe Clinic,045-9660085,25.444234,-33.923854
Eastern Cape,Clinic,Masele Clinic,040-6598737,27.330889,-32.936187
Eastern Cape,Clinic,Masibulele Clinic,071-8595783,27.735533,-30.598462
Eastern Cape,Clinic,Masincedane Clinic,040-6588256,27.11374,-32.686116
Eastern Cape,Clinic,Masiphile Clinic,043-7399341,27.788984,-32.8544
Eastern Cape,Clinic,Matatiele Municipality Clinic,397373513,28.808658,-30.333313
Eastern Cape,Clinic,Matomela Clinic,040-6757399,27.113743,-33.275743
Eastern Cape,Clinic,Matubeni Clinic,083-3780710,29.315112,-30.112592
Eastern Cape,Clinic,Matyantya Clinic,071-8543778,27.072034,-31.785279
Eastern Cape,Clinic,Mawusheni Clinic,071-8595636,27.67016,-31.94064
Eastern Cape,Clinic,Max Madlingozi Clinic,415062288,25.58314,-33.869667
Eastern Cape,Clinic,Maxwele Clinic,047-5387283,28.735492,-31.704023
Eastern Cape,Clinic,Mbalisweni Clinic,083-3031631,29.115813,-31.267639
Eastern Cape,CHC,Mbekweni CHC,0475380033/0475380010,28.686582,-31.719949
Eastern Cape,Clinic,Mbokotwana Clinic,071-8543784,28.805868,-31.259789
Eastern Cape,Clinic,Mbulukweza Clinic,083-9596943,27.71693,-32.23262
Eastern Cape,Clinic,Mcambalala Clinic,083-3780713,27.494611,-31.884384
Eastern Cape,Clinic,Mcewula Clinic,071-8543827,27.528179,-31.51225
Eastern Cape,Clinic,Mdanjelwa Clinic,083-3781163,28.238095,-31.805703
Eastern Cape,Clinic,Mdeni Clinic,078-1488455,28.779043,-31.034761
Eastern Cape,Clinic,Mdingi Clinic,040-6567819,27.330355,-32.82356
Eastern Cape,Clinic,Mdyobe Clinic,073-5371049,29.050711,-31.132259
Eastern Cape,Clinic,Meje Clinic,039-2513099,29.8747,-31.05028
Eastern Cape,Clinic,Melani Clinic,078-1903449,26.87394,-32.72545
Eastern Cape,Clinic,Melitafa Clinic,733962582,28.680142,-32.07117
Eastern Cape,Clinic,Mevana Clinic,083-3780622,29.296173,-31.528123
Eastern Cape,Clinic,Mfundambini Clinic,071-8595963,29.519513,-30.898802
Eastern Cape,Clinic,Mfundisweni Clinic,039-2523900,29.519502,-30.898846
Eastern Cape,Clinic,Mgudu Clinic,083-3031790,28.34699,-31.478168
Eastern Cape,Clinic,Mgwalana Clinic,406535441,26.96204,-32.75516
Eastern Cape,Clinic,Mgwali Clinic,043-6831574,27.606076,-32.461027
Eastern Cape,Clinic,Mgwenyane Clinic,083-3780623,29.233211,-31.555307
Eastern Cape,Clinic,Mhlahlane Clinic,083-3780746,28.54072,-31.41913
Eastern Cape,Clinic,Mhlakulo CHC,0475429011/14,28.844363,-31.401689
Eastern Cape,Clinic,Mhlanga Clinic,071-8595971,27.15988,-31.464525
Eastern Cape,Clinic,Mhlopekazi Clinic,083-3780554,28.289607,-31.740331
Eastern Cape,Clinic,Michausdal Clinic,048-8015055,25.645032,-32.173692
Eastern Cape,Clinic,Middelburg Clinic,049-8421104,25.00754,-31.49488
Eastern Cape,Clinic,Middle Street Clinic,419224358,25.390842,-33.75772
Eastern Cape,Clinic,Middle Terrace Clinic,466036043,26.536497,-33.300141
Eastern Cape,CHC,Middledrift CHC,040-6573152,26.98832,-32.81356
Eastern Cape,District Hospital,Midland Hospital,498077700,24.535453,-32.261339
Eastern Cape,Clinic,Midros Clinic,049-8021364,25.026222,-31.50263
Eastern Cape,Clinic,Misgund Clinic,422751545,23.502387,-33.762563
Eastern Cape,Clinic,Missionvale Clinic,415061168,25.549961,-33.87666
Eastern Cape,Clinic,Mitford Clinic,040-8450187,26.532328,-31.990625
Eastern Cape,Clinic,Mjanyana Clinic,083-3780553,28.095399,-31.842552
Eastern Cape,District Hospital,Mjanyana Hospital,0475471001/2,28.106128,-31.83408
Eastern Cape,Clinic,Mjika Clinic,083-3031793,28.646263,-31.434572
Eastern Cape,Clinic,Mkapusi Clinic,083-3780599,27.106699,-31.595162
Eastern Cape,Clinic,Mkemane Clinic,083-3031634,29.030259,-30.672483
Eastern Cape,Clinic,Mnceba Clinic,071-8543826,29.210485,-30.89352
Eastern Cape,Clinic,Mncotsho Clinic,043-6859395,27.600172,-32.934917
Eastern Cape,Clinic,Mngungu Clinic,071-8543798,30.032035,-31.056413
Eastern Cape,Clinic,Mntwana Clinic,083-3031798,28.924639,-30.976448
Eastern Cape,Clinic,Mnyibashe Clinic,073-3392037,27.801319,-32.128792
Eastern Cape,Clinic,Mnyolo Clinic,083-3780711,28.289151,-31.494445
Eastern Cape,Clinic,Molteno Clinic,045-9670269,31.23523,-26.21361
Eastern Cape,District Hospital,Molteno Hospital,045-9670089,26.355799,-31.392238
Eastern Cape,Clinic,Mooiplaas Clinic,0438511070/0438511059,28.054039,-32.737743
Eastern Cape,Clinic,Moore Street Clinic,043-7052316,27.915498,-33.012865
Eastern Cape,Clinic,Moses Mabida Clinic,422301659,25.481546,-33.397238
Eastern Cape,CHC,Motherwell CHC,414691155,25.597329,-33.811459
Eastern Cape,Clinic,Motherwell NU 2 Clinic,415061064,25.60322,-33.80062
Eastern Cape,Clinic,Mount Arthur Clinic,083-3780732,27.031042,-31.697279
Eastern Cape,District Hospital,Mount Ayliff Hospital,392540236,29.370913,-30.797433
Eastern Cape,Clinic,Mount Ayliff PHC Clinic,083-3031768,29.370913,-30.797433
Eastern Cape,CHC,Mount Coke CHC,0406548000/0406548003,27.443461,-32.980932
Eastern Cape,Clinic,Mount Frere PHC Clinic,083-3031775,28.995707,-30.900045
Eastern Cape,Clinic,Mount Hargreaves Clinic,083-3031820,28.706004,-30.405267
Eastern Cape,Clinic,Mpame Clinic,833034011,29.041827,-32.097922
Eastern Cape,Clinic,Mpeko Clinic,073-6303182/083-3781129,28.633102,-31.623736
Eastern Cape,Clinic,Mpetsheni Clinic,0392570812/3,29.792508,-30.990764
Eastern Cape,Clinic,Mpharane Clinic,076-8161724,28.47763,-30.263905
Eastern Cape,Clinic,Mpindweni Clinic,071-8543791,28.781015,-31.51167
Eastern Cape,Clinic,Mpongo Clinic,043-7811636,27.526366,-33.157751
Eastern Cape,Clinic,Mpoza Clinic (Lusikisiki),083-3780718,29.55686,-31.236078
Eastern Cape,Clinic,Mpoza Clinic (Mount Frere),071-8595952,29.069586,-30.731786
Eastern Cape,Clinic,Mpozolo Clinic,733963400,28.779075,-32.181989
Eastern Cape,Clinic,Mpukane Clinic,072-0788295,27.937202,-32.196401
Eastern Cape,Clinic,Mpunzana Clinic,047-5775001,28.669877,-31.801862
Eastern Cape,Clinic,Mqambeli Clinic,083-3780538,28.10859,-32.420046
Eastern Cape,CHC,Mqanduli CHC,047-5735013,28.766794,-31.819878
Eastern Cape,Clinic,Mqhekezweni Clinic,073-3961924,28.46755,-31.73366
Eastern Cape,Clinic,Mqhele Clinic,073-7445941,28.89164,-31.994178
Eastern Cape,Clinic,Mqokolweni Clinic,083-3031497,28.549725,-31.121665
Eastern Cape,Clinic,Msendo Clinic,833897859,28.790078,-32.27135
Eastern Cape,Clinic,Msobomvu Clinic,082-8165803,26.85278,-32.70058
Eastern Cape,Clinic,Mtakatye Clinic,083-3168469,29.244806,-31.846699
Eastern Cape,Clinic,Mtambalala Clinic,083-9293996,29.587904,-31.542039
Eastern Cape,Clinic,Mthatha Gateway Clinic,047-5323842,28.764181,-31.586633
Eastern Cape,District Hospital,Mthatha General Hospital,047-5024400,28.764181,-31.586633
Eastern Cape,Clinic,Mtingwevu Clinic,071-8595886,27.589545,-31.766053
Eastern Cape,Clinic,Mtombe Clinic,040-6558833,27.334735,-33.054755
Eastern Cape,Clinic,Mtyholo Clinic,040-6557004,27.35531,-32.99244
Eastern Cape,Clinic,Musong Clinic,719769332,27.548054,-30.490633
Eastern Cape,Clinic,Mvenyane Clinic,083-3031825,29.022961,-30.547871
Eastern Cape,Clinic,Mwaca Clinic,392547006,29.237779,-30.639996
Eastern Cape,Clinic,Mxalanga Clinic,406360201,27.36593,-32.73985
Eastern Cape,Clinic,Mxhelo Clinic,833031642,26.73477,-32.79465
Eastern Cape,Clinic,Mzamomhle Clinic (Albert),051-6531777,26.333976,-31.011357
Eastern Cape,Clinic,Mzamomhle Clinic (Bedford),466850076,26.09306,-32.69044
Eastern Cape,Clinic,Mzintlava Clinic,083-3031647,29.510428,-31.40584
Eastern Cape,Clinic,Mzongwana Clinic,083-5936254,29.057813,-30.166121
Eastern Cape,Clinic,Ncambele Clinic,047-5348003,28.735943,-31.501461
Eastern Cape,Clinic,Ncedolwethu Clinic,045-9311040,27.826357,-31.330584
Eastern Cape,Clinic,Nceduluntu Clinic,045-9670392,26.354498,-31.376821
Eastern Cape,Clinic,Ncembu Clinic,083-3780673,28.404854,-31.3941
Eastern Cape,Clinic,Ncera Clinic,043-7818065,27.592246,-33.115196
Eastern Cape,Clinic,Ncizele Clinic,083-3780527,28.433481,-32.598832
Eastern Cape,Clinic,Ncora Clinic,083-3781194,27.741243,-31.818157
Eastern Cape,Clinic,Ndabakazi Clinic,073-3895595,28.035827,-32.355667
Eastern Cape,Clinic,Ndanya Clinic,083-3632627,28.961581,-31.572718
Eastern Cape,Clinic,Ndawenzima Clinic,078-1666367/083-5325585,29.3621,-30.90933
Eastern Cape,Clinic,Ndela Clinic,071-8543783,29.713195,-30.947755
Eastern Cape,Clinic,Ndevana Clinic,040-6475002,27.50726,-32.909852
Eastern Cape,Clinic,Ndibela Clinic,083-3781155,28.43121,-31.83416
Eastern Cape,Clinic,Ndofela Clinic,083-3780686,27.431772,-30.384042
Eastern Cape,Clinic,Ndonga Clinic,047-8789744,27.388479,-31.625191
Eastern Cape,Clinic,Ndwayana Clinic,040-6750011,26.872451,-33.160354
Eastern Cape,Clinic,Needs Camp Clinic,043-7369015,27.647478,-33.005697
Eastern Cape,Central Hospital,Nelson Mandela Academic Hospital,047-5024469,28.764181,-31.586633
Eastern Cape,Clinic,Nessie Knight Clinic,047-5570722,28.682261,-31.010907
Eastern Cape,District Hospital,Nessie Knight Hospital,0475536007/0475536008/0475536009,28.682261,-31.010907
Eastern Cape,CHC,New Brighton CHC,414511540,25.58468,-33.909006
Eastern Cape,Clinic,New Brighton Clinic,415061070,25.59775,-33.90498
Eastern Cape,Clinic,New Rest Clinic,045-8072676,26.870922,-31.903765
Eastern Cape,Specialised Chronic Hospital,Newhaven Hospital,0437263225/6,27.90592,-32.98286
Eastern Cape,Clinic,Newlands Clinic,043-7391068,27.749394,-32.878094
Eastern Cape,Clinic,Newtown Clinic,046-6457421,26.61334,-32.77402
Eastern Cape,Clinic,NG Dlukulu Clinic,0466036150/0466036089,26.578084,-33.278795
Eastern Cape,CHC,Ngangelizwe CHC,047-5014326,28.799664,-31.601755
Eastern Cape,Clinic,Ngcengane Clinic,047-5368005,28.604193,-31.537643
Eastern Cape,Clinic,Ngceza Clinic,083-3031833,27.734427,-31.97469
Eastern Cape,Clinic,Ngcobo CHC,083-3780592,28.011146,-31.680584
Eastern Cape,Clinic,Ngcolora Clinic,047-5429829,28.89105,-31.323777
Eastern Cape,Clinic,Ngcoya Clinic,071-8595903,29.336355,-31.388419
Eastern Cape,CHC,Ngcwanguba CHC,047-5750155,29.032402,-31.919521
Eastern Cape,CHC,Ngonyama CHC,083-3780598,26.935397,-31.668153
Eastern Cape,Clinic,Ngqungqu Clinic,047-5735006,28.817595,-31.865403
Eastern Cape,Clinic,Ngqusi Clinic,083-3780533,28.402078,-32.489181
Eastern Cape,Clinic,Ngqwarha Clinic,073-1043411,28.75174,-31.75998
Eastern Cape,Clinic,Ngqwaru Clinic,078-5275950,27.849559,-31.871563
Eastern Cape,Clinic,Ngqwele Clinic,040-6597017,27.217804,-32.904812
Eastern Cape,Clinic,Ngwemnyama Clinic,083-5936816,29.016491,-31.25479
Eastern Cape,Clinic,Ngwenya Clinic,071-8543776,28.76685,-31.949028
Eastern Cape,Clinic,Ngxabangu Clinic,083-3031839,27.610413,-31.845464
Eastern Cape,Clinic,Ngxaza Clinic,082-7077512,28.506984,-31.214288
Eastern Cape,Clinic,Nier Clinic,071-8543505,27.243964,-33.357943
Eastern Cape,Clinic,Nieu-Bethesda Clinic,498411650,24.563037,-31.866433
Eastern Cape,Clinic,Njwaxa Clinic,833780503,26.9056,-32.8728
Eastern Cape,Clinic,Nkanga Clinic,071-8595969,29.173588,-31.46512
Eastern Cape,Clinic,Nkanunu Clinic,083-3781132/083-3787369,29.218386,-31.760938
Eastern Cape,Clinic,Nkanya Clinic,735754998,28.957965,-32.158091
Eastern Cape,Clinic,Nkozo Clinic,083-3780498,29.429369,-31.201744
Eastern Cape,Specialised Tb Hospital,Nkqubela Hospital,043-7612131,27.74088,-32.93284
Eastern Cape,Clinic,Nkumandeni Clinic,083-5277389,29.04818,-31.73017
Eastern Cape,Clinic,Nkwenkwana Clinic,083-3781172,28.209782,-31.77252
Eastern Cape,Clinic,Nkwenkwezi Clinic,466248265,26.892501,-33.577391
Eastern Cape,Clinic,Nobuhle NU 8 Clinic,043-7622912,27.725112,-32.940955
Eastern Cape,Clinic,Nolita Clinic,083-5470164,28.946166,-31.700004
Eastern Cape,Clinic,Nolukhanyo Clinic,466250713,26.831371,-33.493656
Eastern Cape,Clinic,Nomakhwezi Makhenyane Clinic,083-7627419,26.31339,-32.69297
Eastern Cape,Clinic,Nomangesi Jayiya Clinic,415061959,25.38441,-33.820734
Eastern Cape,Clinic,Nomonde Clinic,045-9670317,26.359538,-31.385671
Eastern Cape,District Hospital,Nompumelelo (Peddie) Hospital,040-6733321,27.13244,-33.20921
Eastern Cape,Clinic,Nompumelelo Clinic,045-9521137,27.347688,-31.471441
Eastern Cape,CHC,Nomzamo CHC,047-8738301,26.950525,-31.917153
Eastern Cape,Clinic,Noncampa Clinic,040-6597005,27.29937,-32.907172
Eastern Cape,Clinic,Nontsikelelo Biko Clinic,071-8543825,28.908798,-31.473275
Eastern Cape,CHC,Nontyatyambo CHC,043-7600420,27.757677,-32.940608
Eastern Cape,Clinic,Norah Clinic,040-6779860,27.308463,-33.227757
Eastern Cape,Clinic,Nozuko Clinic,083-5588203,28.16784,-32.323487
Eastern Cape,Clinic,Nqabara Clinic,833780516,28.720745,-32.247098
Eastern Cape,Clinic,Nqabeni Clinic,833780741,28.58487,-32.118704
Eastern Cape,Clinic,Nqadu 2 Satellite Clinic,073-4221581,28.3782,-32.21347
Eastern Cape,Clinic,Nqadu Clinic (Mbhashe),833780564,28.420523,-32.234666
Eastern Cape,CHC,Nqamakwe CHC,0474870166/7,27.935438,-32.208453
Eastern Cape,Clinic,Nqancule Clinic,083-5846150,27.79323,-32.35216
Eastern Cape,Clinic,Nqanda A Clinic,083-4014385,28.921562,-31.77641
Eastern Cape,Clinic,Nququ Clinic,083-3031840,27.613181,-31.811801
Eastern Cape,Clinic,Nqwathi Clinic,071-8543830,28.3584,-31.709828
Eastern Cape,Clinic,Ntaba ka Ndoda Clinic,040-6578301,27.106801,-32.818218
Eastern Cape,Clinic,Ntafufu Clinic,083-2691673,29.527565,-31.497477
Eastern Cape,Clinic,Ntapane Clinic,047-5559632,28.847086,-31.593458
Eastern Cape,Clinic,Ntibane Clinic,083-3781126,29.159185,-31.79009
Eastern Cape,Clinic,Ntlabeni Clinic,083-3031677,28.920331,-30.737944
Eastern Cape,Clinic,Ntlangaza Clinic,083-3031657,28.871813,-31.827173
Eastern Cape,Clinic,Ntlenzi Clinic,071-8595915,29.612867,-30.950476
Eastern Cape,Clinic,Ntlola Clinic,083-3031851,29.084319,-30.594405
Eastern Cape,Clinic,Ntseshe Clinic,083-2407209,28.09913,-32.09424
Eastern Cape,Clinic,Ntshabeni Clinic,083-8827409,28.692287,-31.538955
Eastern Cape,Clinic,Ntshele Clinic,047-5376223,28.722022,-31.67264
Eastern Cape,Clinic,Ntshentshe Clinic,073-6066274,29.535137,-30.707612
Eastern Cape,Clinic,Ntshingeni Clinic,082-9297477,27.425382,-32.048493
Eastern Cape,Clinic,Ntsimba Clinic,083-3781181,28.218207,-31.859216
Eastern Cape,Specialised Tb Hospital,Orsmond TB Hospital,419881111,25.381374,-33.747537
Eastern Cape,District Hospital,Port Alfred Hospital,466044000,26.884317,-33.595282
Eastern Cape,Tertiary Hospital,Port Elizabeth Provincial Hospital,413923911,25.597672,-33.957052
Eastern Cape,Specialised Tb Hospital,PZ Meyer Hospital,422912064,24.757935,-34.022949
Eastern Cape,District Hospital,SAWAS Memorial (Jansenville) Hospital,498360588,24.663282,-32.941457
Eastern Cape,CHC,Settlers Day Hospital,466223033,26.532283,-33.307725
Eastern Cape,District Hospital,Settlers Hospital,466025000,26.51781,-33.302811
Eastern Cape,District Hospital,Sipetu Hospital,0392550077/0392550082/0392550084/0392550093,29.186149,-31.091683
Eastern Cape,District Hospital,SS Gida Hospital,040-6580043,27.1435,-32.67458
Eastern Cape,District Hospital,St Barnabas Hospital,047-5555300,29.117353,-31.565208
Eastern Cape,District Hospital,St Elizabeth's Hospital,039-2531111,29.566687,-31.359015
Eastern Cape,Specialised Chronic Hospital,St Francis Hospital,051-6332741,26.694036,-30.691221
Eastern Cape,District Hospital,St Lucy's Hospital,0475459631/0475459324,28.631337,-31.297475
Eastern Cape,District Hospital,St Patrick's Hospital,039-2510236,29.854665,-30.863285
Eastern Cape,District Hospital,Sterkstroom Hospital,045-9660268,26.554269,-31.55323
Eastern Cape,District Hospital,Steynsburg Hospital,048-8840241,25.814894,-31.294032
Eastern Cape,District Hospital,Stutterheim Hospital,043-6831313,27.42256,-32.56883
Eastern Cape,District Hospital,Sundays Valley (Kirkwood) Hospital,422300406,25.440339,-33.394723
Eastern Cape,District Hospital,Tafalofefe Hospital,047-4980026,28.473167,-32.429283
Eastern Cape,District Hospital,Tayler Bequest Hospital (Matatiele),397373107,28.821537,-30.347181
Eastern Cape,District Hospital,Taylor Bequest Hospital (Elundini),039-2570043,28.510369,-30.689528
Eastern Cape,Specialised Tb Hospital,Temba TB Hospital,083-3781045,26.550712,-33.309938
Eastern Cape,Specialised Psychiatric Hospital,Tower Hospital,046-6451223,26.63678,-32.77024
Eastern Cape,District Hospital,Uitenhage Hospital,0419951111/0419951130,25.405996,-33.742323
Eastern Cape,District Hospital,Umlamli Hospital,0516110079/90,27.467215,-30.549714
Eastern Cape,District Hospital,Victoria Hospital,0406531141/0406531142,26.84678,-32.77527
Eastern Cape,District Hospital,Wilhelm Stahl (Middelburg) Hospital,049-8421111,24.99351,-31.49173
Eastern Cape,District Hospital,Willowmore Hospital,449231148,23.477751,-33.300296
Eastern Cape,Specialised Tb Hospital,Winterberg TB Hospital,046-6451142,26.65807,-32.77916
Eastern Cape,District Hospital,Zitulele Hospital,047-5750037,29.059165,-32.049093
Free State,Clinic,Albert Luthuli Memorial Clinic,057-8992397,26.3668,-27.8362
Free State,Clinic,Allanridge Clinic,057-4512624,26.644775,-27.753573
Free State,Clinic,AM Kruger Clinic,057-3544460,26.68533,-27.87308
Free State,Clinic,Bainsvlei Clinic,051-4511505,26.12987,-29.0645
Free State,Clinic,Bakenpark Clinic,058-3043188,28.334062,-28.218708
Free State,Clinic,Batho Clinic,051-4096779,26.22728,-29.13897
Free State,Clinic,Bayswater Clinic,051-4331272,26.24407,-29.08478
Free State,Clinic,Bethlehem Clinic,058-3038113,28.306156,-28.233707
Free State,Clinic,Bloemspruit Clinic,051-5261752,26.27142,-29.13732
Free State,Clinic,Blue Gum Bush Clinic,058-7141000,28.848706,-28.48243
Free State,Clinic,Bohlokong Clinic,058-8410723,28.316085,-28.224197
Free State,Clinic,Boiketlo Clinic,058-7891753,28.825995,-28.549663
