Region,Proclaimed Magisterial District,Court Type,Office Name,Previously known as,Also known as,Equality Court,Small Claims Court,Sexual Offence Court,Mediation Services,telephone,fax,postal_adress,adress,GPS
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Barkly East']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Barkly East</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '045 971 0013']","[<span class=""officecolor"">Fax: </span>, '045 971 0585']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 1, Barkley 9786']","[<span class=""officecolor"">Physical Address: </span>, 'Graskop Main Road, Bushbuckridge 1280\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 27.59273; S -30.96776\t']"
"[<span class=""officecolor"">Region:</span>, ' Northern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Barkly West']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Barkly West</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '053 531 0621/23']","[<span class=""officecolor"">Fax: </span>, '053 531 0812']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1, Barkly West, 8375']","[<span class=""officecolor"">Physical Address: </span>, '9 Transvaal Road, Barkly West, 8375\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-28.53662; 24.52611\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Barrydale</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '028 514 1109/ 1160/ 1223']","[<span class=""officecolor"">Fax: </span>, '028 514 2342']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X4, Swellendam 6740']","[<span class=""officecolor"">Physical Address: </span>, '6 Bain Street, Barrydale\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 20.72136; S -33.90294\t']"
"[<span class=""officecolor"">Region:</span>, ' Free State']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Batho</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '051 432 4728 / 4729 / 506 1111']","[<span class=""officecolor"">Fax: </span>, '051 432 9285']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X20583, Bloemfontein 9300']","[<span class=""officecolor"">Physical Address: </span>, 'Cnr Forthar & Lovedale Road, Batho, 9323\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 26.22632; S -29.13556\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Beaufort West']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Beaufort West</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '023 415 1787']","[<span class=""officecolor"">Fax: </span>, '023 414 4658']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X545, Beaufort West 6970']","[<span class=""officecolor"">Physical Address: </span>, 'c/o Church & Bird Street, Beaufort West 6970\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 22.58442; S -32.35008\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Bedford']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Bedford</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '046 865 0020']","[<span class=""officecolor"">Fax: </span>, '046 685 0476']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 333, Bedford 5780']","[<span class=""officecolor"">Physical Address: </span>, 'Andreu Tupin Street, Bedford 5780\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 26.08796; S -32.67953\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Warmbaths']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Bela-Bela</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2"">Warmbaths</span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '014 736 2231']","[<span class=""officecolor"">Fax: </span>, '014 736 5210/ 0865075648']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1617, Bela-Bela 0480']","[<span class=""officecolor"">Physical Address: </span>, '22 Moffat (c/o Moffat & Pretoria) Street, Bela-Bela 0480\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-24.88281; 28.29105\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Bellville']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Bellville</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '021 950 7700/7820']","[<span class=""officecolor"">Fax: </span>, '021 945 2255/ 949 6514']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X10, Bellville 7535']","[<span class=""officecolor"">Physical Address: </span>, 'c/o Voortrekker Road & Landdros Street, Bellville 7535\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 18.62185; S -33.90249\t']"
"[<span class=""officecolor"">Region:</span>, ' Gauteng']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Benoni']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Benoni</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>, 'Yes']","[<span class=""officecolor"">Tel: </span>, '011 746 7600/1']","[<span class=""officecolor"">Fax: </span>, '011 421 7213']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X013, Benoni 1500']","[<span class=""officecolor"">Physical Address: </span>, '69 Harpur Street, Benoni, 1500\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.19365; 28.32041\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Bergville']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Bergville</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '036 448 1015/6']","[<span class=""officecolor"">Fax: </span>, '036 448 1366']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1636, Bergville 3350']","[<span class=""officecolor"">Physical Address: </span>, 'Sharrat Street, Bergville 3350\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 29.35448; S -28.73194\t']"
"[<span class=""officecolor"">Region:</span>, ' Mpumalanga']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Bethal, Kriel']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Bethal</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '017 647 6511']","[<span class=""officecolor"">Fax: </span>, '017 647 3720']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1008, Bethal 2310']","[<span class=""officecolor"">Physical Address: </span>, '60 Chris Hani  [Mark] Street, Bethal 2310\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.45553; 29.46524\t']"
"[<span class=""officecolor"">Region:</span>, ' North West']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Bethanie</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '012 700 8255']","[<span class=""officecolor"">Fax: </span>, '012 703 2223/3189']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1002, Ga-Rankuwa 0208']","[<span class=""officecolor"">Physical Address: </span>, 'Tribal Street, Moseja Section\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-25.55169; 27.60138\t']"
"[<span class=""officecolor"">Region:</span>, ' Free State']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Betlehem']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Bethlehem</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '058 303 5386']","[<span class=""officecolor"">Fax: </span>, '058 303 1541']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X27, Bethlehem, 9700']","[<span class=""officecolor"">Physical Address: </span>, 'c/o Oxford & Grey Street, Bethlehem, 9700\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 28.30458; S -28.22987\t']"
