Region	District	court_type	office_name	equality_court	small_claims_court	sexual_offense_court	telephone	fax	Address	GPS
 ' KwaZulu-Natal']	 'Msinga']	 'Magistrate Court']	" <span class=""officenamecolor"">Msinga</span>]"	 'Yes ']	 'Yes']		 '033 493 0001/ 0005']	 '033 493 0030']	 'Tugela Ferry Village, Main Road, Msinga 3010\t']	 'E 30.55508; S -28.74837\t']
 ' Eastern Cape']	 'Mthatha']	 'Magistrate Court']	" <span class=""officenamecolor"">Mthatha</span>]"	 'Yes ']	 'Yes']		 '047 531 1705/ 0538/ 1414']	 '047 531 1704']	 'Cnr Leeds & Owen Streets, Umtata 50999\t']	 'E 28.78766; S -31.59055\t']
 ' Eastern Cape']	 'Lusikisiki']	 'Periodical Court']	" <span class=""officenamecolor"">Mtontsasa</span>]"	 'No ']	 'Yes (Sessions Only)']		 'See Lusikisiki']		 'n/a\t']	 'E 29.7023; S -31.20763\t']
 ' KwaZulu-Natal']	 'Hlabisa']	 'Magistrate Court']	" <span class=""officenamecolor"">Mtubatuba</span>]"	 'Yes ']	 'Yes']		 '035 550 0065']	 '035 550 1526']	 '55E Old Riverview Road, Mtubatuba 3935\t']	 'E 32.18453; S -28.42036\t']
 ' KwaZulu-Natal']	 'Mtunzini']	 'Magistrate Court']	" <span class=""officenamecolor"">Mtunzini</span>]"	 'Yes ']	 'Yes']		 '035 340 1415']	 '035 340 1253']	 '10 Hely\xa0Hutchinson Street, Mtunzini 3867\t']	 'E 31.75679; S -28.95224\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Muden</span>]"	 'No ']	 'No']		 '036 354 1621']	 '036 354 1090']	 'Retief Street, Weenen 3325\t']	 ' ']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Muizenberg</span>]"	 'No ']	 'No']		 '021 788 9742']	 '021 788 9852']	 'Talma Road, Muizenberg\t']	 ' ']
 ' Western Cape']	 'Murraysburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Murraysburg</span>]"	 'Yes ']	 'Yes']		 '049 844 0001']	 '049 844 0389']	 '14 Church Street, Murraysburg 6995\t']	 'E 23.7626; S -31.96287\t']
 ' Limpopo']	 'Messina']	 'Magistrate Court']	" <span class=""officenamecolor"">Musina</span>]"	 'Yes ']	 'Yes']		 '015 534 2146/7']	 '015 534 0241']	 '1 Flax Avenue, Musina 0900\t']	 '-22.34408; 30.04502\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Musina Traffic Control Centre</span>]"	 'No ']	 'No']		 '015 534 2146/7']	 '015 534 0241']	 'Musina Testing Ground, N1\t']	 '-22.339901; 30.04365\t']
 ' Limpopo']	 'Mutale']	 'Magistrate Court']	" <span class=""officenamecolor"">Mutale</span>]"	 'Yes ']	 'Yes']		 '015 967 0045/0038/ 0077']	 '015 967 0085']	 'Next to Mutale Police Station, Mutale 0956\t']	 '-22.7356; 30.52201\t']
 ' Limpopo']	 'Namakgale']	 'Magistrate Court']	" <span class=""officenamecolor"">Namakgale</span>]"	 'Yes ']	 'Yes']		 '015 769 1540/1424']	 '015 769 2561']	 'c/o Calvin Ngobeni & Ackson Malati Street, Namakgale 1391\t']	 '-23.93204; 31.02817\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Ncotshane</span>]"	 'No ']	 'No']		 '034 316 1020']	 '034 316 1030']	 'B219 Emgazini Str, Pongola 3170\t']	 'E 31.58298; S -27.34603\t']
 ' KwaZulu-Natal']	 'Ndwedwe']	 'Magistrate Court']	" <span class=""officenamecolor"">Ndwedwe</span>]"	 'Yes ']	 'Yes']		 '032 532 1035 / 533 4013']	 '032 533 4013 Tel/Fax']	 'Ndwe Court House, Main Road, Ndwedwe 4342\t']	 'E 30.93638; S -29.51556\t']
 ' Limpopo']	 'Nebo']	 'Magistrate Court']	" <span class=""officenamecolor"">Nebo</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '013 264 8201']	 '015 264 8225/ 0865073717']	 'Next to Nebo Post Office, Nebo 1059\t']	 '-24.90708; 29.76015\t']
 ' Eastern Cape']		 'Branch Court']	" <span class=""officenamecolor"">Nerina One Stop Youth Justice Centre</span>]"	 'No ']	 'No']		 'See Port Elizabeth']		 'Gumpert Street\t']	 'E 25.56986; S -33.9348\t']
 ' Eastern Cape']	 'New Brighton']	 'Detached Court']	" <span class=""officenamecolor"">New Brighton</span>]"	 'No ']	 'Yes']		 '041 454 1122']	 '041 454 7351']	 'Mati Road, New Brighton, PE, 6056\t']	 'E 25.58482; S -33.90669\t']
 ' KwaZulu-Natal']	 'New Hanover']	 'Magistrate Court']	" <span class=""officenamecolor"">New Hanover</span>]"	 'Yes ']	 'Yes']		 '033 502 0002/3']	 '033 502 0340']	 'Main Road, New Hanover 3230\t']	 'E 30.5295; S -29.35189\t']
 ' KwaZulu-Natal']	 'Newcastle']	 'Magistrate Court']	" <span class=""officenamecolor"">Newcastle</span>]"	 'Yes ']	 'Yes']		 '034 312 1166/7/8']	 '034 315 1607']	 '37 Murchison Street, Newcastle 2940\t']	 'E 29.93178; S -27.75562\t']
 ' Gauteng']		 'Branch Court']	" <span class=""officenamecolor"">Newlands</span>]"	 'No ']	 'No']		 '011 477 7252']	 '011 477 8250']	 '186 Main Road, Newlands 2092\t']	 '-26.17747; 27.97194\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Newlands West</span>]"	 'No ']	 'No']		 '032 439 1711']	 '032 533 9946']	 'Loop West Str, Newlands West\t']	 'E 30.95591; S -29.78147\t']
 ' Eastern Cape']	 'Engcobo']	 'Magistrate Court']	" <span class=""officenamecolor"">Ngcobo</span>]"	 'Yes ']	 'Yes']		 '047 548 1117']	 '047 548 1024']	 'High Street, Engcobo 6050\t']	 'E 27.99888; S -31.67577\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Ngodwana</span>]"	 'No ']	 'No']		 '013 753 6200/99']	 '013 755 4077/1629']	 '2 Enstra Street, SAPS Ngodwana\t']	 '-25.5708; 30.67428\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Ngome</span>]"	 'No ']	 'No']		 '034 907 5015']	 '034 907 5901']	 'Main Road, Nongoma to Vryheid, Ngome\t']	 'E 31.38972; S -27.83246\t']
 ' Eastern Cape']	 'Nqamakwe']	 'Magistrate Court']	" <span class=""officenamecolor"">Ngqamakhwe</span>]"	 'Yes ']	 'Yes']		 '047 487 0005']	 '047 487 0172']	 'Blythe street , Nqamakwe 4990\t']	 'E 27.94162; S -32.20293\t']
 ' Eastern Cape']	 'Ngqeleni']	 'Magistrate Court']	" <span class=""officenamecolor"">Ngqeleni</span>]"	 'Yes ']	 'Yes']		 '047 568 0002']	 '047 568 0006']	 '76 King George Street, Ngqeleni 5140\t']	 'E 29.03153; S -31.67339\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Ngwelezane</span>]"	 'No ']	 'No']		 '035 794 2306/ 2360']	 '035 794 2309']	 'Ngwelezana Road, Enseleni 3910\t']	 'E 31.86479; S -28.77398\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Niekerkshoop</span>]"	 'No ']	 'No']		 '053 343 0007']	 '053 343 0531']	 '3 Hoof Street, Niekerkshoop\t']	 '-29.32615; 22.83894\t']
 ' Northern Cape']	 'Calvinia']	 'Periodical Court']	" <span class=""officenamecolor"">Niewoudtville</span>]"	 'No ']	 'Yes (Sessions Only)']		 '027 341 1017/ 2920']	 '027 341 1483']	 '210 Neethling Street, Nieuwoudtville\t']	 '-31.37408; 19.11713\t']
 ' Gauteng']	 'Nigel']	 'Detached Court']	" <span class=""officenamecolor"">Nigel</span>]"	 'Yes ']	 'Yes']		 '011 814 8261-3']	 '011 814 5488']	 'Cnr 4th Avenue & Church Street, Nigel\xa01490\t']	 '-26.42122; 28.47182\t']
 ' KwaZulu-Natal']	 'Nkandla']	 'Magistrate Court']	" <span class=""officenamecolor"">Nkandla</span>]"	 'Yes ']	 'Yes']		 '035 833 0028']	 '035 833 0370']	 'Lot 208 Ndlangubo Street, Nkandla 3855\t']	 'E 31.0878; S -28.62081\t']
 ' Limpopo']	 'Ritavi']	 'Magistrate Court']	" <span class=""officenamecolor"">Nkowankowa</span>]"	 'Yes ']	 'Yes']		 '015 303 1721/2770']	 '015 303 2791']	 '1513A Hlanganani Street, Letaba 0870\t']	 '-23.88309; 30.27695\t']
 ' Eastern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Nobanda</span>]"	 'No ']	 'No']		 'See Alice']		 ' ']	 ' ']
 ' KwaZulu-Natal']	 'Nongoma']	 'Magistrate Court']	" <span class=""officenamecolor"">Nongoma</span>]"	 'Yes ']	 'Yes']		 '035 831 0302/3']	 '035 831 0334']	 'Lot 96 Main Street, Nongoma 3950\t']	 'E 31.64644; S -27.89943\t']
 ' Limpopo']	 'Northam']	 'Magistrate Court']	" <span class=""officenamecolor"">Northam</span>]"	 'No ']	 'Yes']		 '014 777 1543']	 '014 772\xa0 2523']	 '24 Dwars Street, C/o Brits Rd & Venter Street, Northam\t']	 '-24.95815; 27.26432\t']
 ' Northern Cape']	 'Noupoort']	 'Magistrate Court']	" <span class=""officenamecolor"">Noupoort</span>]"	 'Yes ']	 'Yes']		 '049 843 1032/1310']	 '049 843 1079']	 '54 Voortrekker Street, Noupoort, 5950\t']	 '-31.18098; 24.95526\t']
 ' KwaZulu-Natal']	 'Nqutu']	 'Magistrate Court']	" <span class=""officenamecolor"">Nqutu</span>]"	 'Yes ']	 'Yes']		 '034 271 1910']	 '034 271 0704']	 'Lot 69 Babanango Road, Nqutu 3135\t']	 'E 30.67807; S -28.21413\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Nsimbini</span>]"	 'No ']	 'No']		 '031 900 0070/1']	 '031 900 0040']	 'Nsimbini Reserve\t']	 'E 30.85618; S -30.00026\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Nsuze</span>]"	 'No ']	 'No']		 '032 481 2001']	 '032 481 2044']	 'n/a\t']	 'E 30.94316; S -29.37684\t']
 ' Eastern Cape']	 'Ntabethemba']	 'Magistrate Court']	" <span class=""officenamecolor"">Ntabathemba</span>]"	 'Yes ']	 'Yes']		 '045 846 9358']	 '045 846 9357']	 '1 Main Street, Ntabathemba 5528\t']	 'E 26.45268; S -31.95138\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Nthorwane </span>]"	 ' ']			 '017 773 0050 ']	 '017 773 0196']	 'Greylingstad SAPS, 101 Dreyer Street, Greylingstad,2415\t']	 '-26.74201; 28.76544\t']
 ' KwaZulu-Natal']	 'Ntuzuma']	 'Magistrate Court']	" <span class=""officenamecolor"">Ntuzuma</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '031 509 1405']	 '031 509 1132']	 '5 Dalmany Road, Ntuzuma 4360\t']	 ' ']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Nuwerus</span>]"	 'No ']	 'No']		 '027 219 1002']	 '027 219 1563']	 'c/o Madelief & R363, Nuwerus\t']	 'E 18.35721; S -31.14976\t']
 ' Western Cape']		 'Branch Court']	" <span class=""officenamecolor"">Nyanga</span>]"	 'No ']	 'No']		 '021 372 0902']	 '021 371 3774']	 'c/o New Eisleben & Govener Mbeki Road, Philippi 7802\t']	 'E 18.59344; S -34.00065\t']
 ' Gauteng']	 'Oberholzer']	 'Magistrate Court']	" <span class=""officenamecolor"">Oberholzer</span>]"	 'Yes ']	 'Yes']		 '018 788 2341-7']	 '018 786 2269']	 'cnr Oranje &  Van Zyl Smit Street, Oberholzer 2499\t']	 '-26.34875; 27.39068\t']
 ' Free State']	 'Odendaalsrus']	 'Magistrate Court']	" <span class=""officenamecolor"">Odendaalsrus</span>]"	 'Yes ']	 'Yes']		 '057 354 1294']	 '057 354 1100']	 'Weeber Street, Odendaalsrus 9480\t']	 'E 26.68662; S -27.8732\t']
 ' Mpumalanga']		 'Branch Court']	" <span class=""officenamecolor"">Ogies</span>]"	 'No ']	 'No']		 '013 656 2221/ 690 2005']	 '013 656 5023']	 'nu 1 Main Road Ogies \t']	 '-26.05071; 29.05317\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Ohrigstad</span>]"	 'No ']	 'No']		 '013 235 2325/6/7']	 '013 235 3411']	 '1 Main Street, Ohrigstad\t']	 '-24.75323; 30.55849\t']
 ' Northern Cape']	 'Postmasburg']	 'Periodical Court']	" <span class=""officenamecolor"">Olifantshoek</span>]"	 'No ']	 'Yes (Sessions Only)']		 '053 331 0018/0295']	 '053 331 0261']	 '5 Cox Street, Olifantshoek, 8450\t']	 '-27.94338; 22.73748\t']
 ' North West']	 'Orkney']	 'Detached Court']	" <span class=""officenamecolor"">Orkney</span>]"	 'No ']	 'Yes']		 '018 473 2596']	 '018 462 4275']	 'Patmore Road, Orkney 2620\t']	 '-25.83137; 25.61075\t']
 ' Gauteng']	 'Soweto']	 'Branch Court']	" <span class=""officenamecolor"">Orlando</span>]"	 'No ']	 'Yes (Sessions Only)']		 '011 935 1205 / 2961 ']	 '011 935 2961']	 'c/o Mooki and Rathebe Street, Orlando East 1806\t']	 '-26.2369; 27.92024\t']
 ' North West']	 'Ottosdal']	 'Detached Court']	" <span class=""officenamecolor"">Ottosdal</span>]"	 'No ']	 'Yes']		 '018 571 0022']	 '018 571 0077']	 '42 Voortrekker Street, Ottosdal 2610\t']	 '-26.81162; 26.00131\t']
 ' Western Cape']	 'Oudtshoorn']	 'Magistrate Court']	" <span class=""officenamecolor"">Oudtshoorn</span>]"	 'Yes ']	 'Yes']		 '044 203 6400/10']	 '044 272 5842']	 '120 St John Street, Oudtshoorn 6620\t']	 'E 22.20395; S -33.59042\t']
 ' Western Cape']	 'Paarl']	 'Magistrate Court']	" <span class=""officenamecolor"">Paarl</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '021 872 3127']	 '021 872 9116']	 'c/o Main and Market street, Paarl 7622\t']	 'E 18.96939; S -33.73793\t']
 ' Gauteng']	 'Alberton']	 'Magistrate Court']	" <span class=""officenamecolor"">Palm Ridge</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '010 232 2000/2001']	 'N/A as yet']	 'Cnr K146 road and Palm Ridge road, Palm Ridge, Alberton\t']	 '-26.385538; 28.144237\t']
 ' Northern Cape']		 'Branch Court']	" <span class=""officenamecolor"">Pampierstad</span>]"	 'No ']	 'No']		 '053 996  2385/ 1796']	 '053 996 1987']	 '335 Mangope Avenue, Pampierstad 8566\t']	 '-27.77947; 24.69964\t']
 ' Western Cape']		 'Branch Court']	" <span class=""officenamecolor"">Parow</span>]"	 'No ']	 'No']	 'Yes']	 '021 936 9400']	 '021 939 5441']	 'Arnold Wilhelm Street,\xa0Parow 7500\t']	 'E 18.59593; S -33.90439\t']
 ' Free State']	 'Parys']	 'Magistrate Court']	" <span class=""officenamecolor"">Parys</span>]"	 'Yes ']	 'Yes']		 '056 811 2147']	 '056 811 2147 Tel/Fax']	 '11 Phillip Street, Parys 9585\t']	 'E 27.45694; S -26.89879\t']
 ' Eastern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Patensie</span>]"	 'No ']	 'No']		 'See Hankey']		 'Aalwyn Street\t']	 'E 24.81525; S -33.75632\t']
 ' Eastern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Paterson</span>]"	 'No ']	 'No']		 'See Alexandria']		 'Griffiths Street\t']	 'E 25.96964; S -33.43974\t']
 ' Free State']	 'Senekal']	 'Periodical Court']	" <span class=""officenamecolor"">Paul Roux</span>]"	 'No ']	 'Yes (Sessions Only)']		 '058 471 0301']	 '058 471 0752 or 0865072240 or 0866291469']	 '47 Voortrekker Street, Paul Roux 9800\t']	 'E 27.95175; S -28.29848\t']
 ' KwaZulu-Natal']	 'Paulpietersburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Paulpietersburg</span>]"	 'Yes ']	 'Yes']		 '034 995 1003']	 '034 995 1053']	 '33 Kruger Street, Paul Pietersburg 3180\t']	 'E 30.81754; S -27.42383\t']
 ' Eastern Cape']	 'Pearston']	 'Magistrate Court']	" <span class=""officenamecolor"">Pearston</span>]"	 'Yes ']	 'Yes']		 '042 246 1114']	 '042 246 1132']	 '45 Voortrekker Street, Pearston 5860\t']	 'E 25.13893; S -32.58199\t']
 ' Eastern Cape']	 'Peddie']	 'Magistrate Court']	" <span class=""officenamecolor"">Peddie</span>]"	 'Yes ']	 'Yes']		 '040 673 3740']	 '040 673 3047']	 'Main Street, Peddie 5640\t']	 'E 27.12086; S -33.19846\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Perdekop</span>]"	 'No ']	 'No']		 '017 735 2303']	 '017 735 2295']	 '1 Durban Street, Perdekop\t']	 '-27.16822; 29.62184\t']
 ' Free State']	 'Petrus Steyn']	 'Periodical Court']	" <span class=""officenamecolor"">Petrus Steyn</span>]"	 'No ']	 'Yes']		 '058 871 3135/6']	 '058 871 3194']	 '19 Reitz Street, Petrus Steyn 9640\t']	 'E 28.13123; S -27.64724\t']
 ' Free State']	 'Petrusburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Petrusburg</span>]"	 'Yes ']	 'Yes']		 '053 574 0122 / 0316']	 '053 574 0122']	 '27 Boshoff Street, Petrusburg 9932\t']	 'E 25.41424; S -29.11493\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Petrusville</span>]"	 'No ']	 'No']		 '053 665 0006']	 '053 665 0066']	 'Burg Street, Petrusville\t']	 '-30.07728; 24.65855\t']
 ' Limpopo']	 'Phalaborwa']	 'Magistrate Court']	" <span class=""officenamecolor"">Phalaborwa</span>]"	 'Yes ']	 'Yes']		 '015 781 2731']	 '015 781 1819']	 'c/o Sealene Street & Palm Road, Phalaborwa 1390\t']	 '-23.95197; 31.13567\t']
 ' Free State']	 'Philippolis']	 'Magistrate Court']	" <span class=""officenamecolor"">Philippolis</span>]"	 'Yes ']	 'Yes']		 '051 773 0002']	 '051 773 0028']	 '65 Voortrekker Street, Philippolis 9970\t']	 'E 25.2725; S -30.26322\t']
 ' Northern Cape']	 'Philipstown']	 'Magistrate Court']	" <span class=""officenamecolor"">Philipstown</span>]"	 'Yes ']	 'Yes']		 '053 665 0006']	 '053 665 0066']	 '17 Du Plessis Street, Philipstown, 8795\t']	 '-30.43572; 24.47349\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Phoenix</span>]"	 'No ']	 'No']		 '031 5078566']	 '031 5076566']	 'c/o Phoenix Highway & Pegasus Drive, Phoenix 4068\t']	 'E 31.00731; S -29.70091\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Phungashe</span>]"	 'No ']	 'No']		 '039 835 0031']	 '039 835 1096']	 'Luphepheni Location\xa0 ST Faiths Road, Highflats 3306\t']	 'E 30.15289; S -30.42555\t']
 ' Free State']	 'Witsieshoek']	 'Magistrate Court']	" <span class=""officenamecolor"">Phuthaditjhaba</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '058 713 0071']	 '058 713 6413']	 'c/o Moremoholo & Setai Street, Setsing Complex, Witsieshoek 9870\t']	 'E 28.80829; S -28.53581\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Pienaars River</span>]"	 'No ']	 'No']		 '014 736 2231']	 '014 736 5210/0865075648']	 'R101 Warmbad, Pienaarsrivier\t']	 '-25.20261; 28.29626\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Piet Plessis</span>]"	 'No ']	 'No']		 '053 928 4209']	 '053 927 2309']	 'n/a\t']	 '-26.16245; 24.40736\t']
 ' KwaZulu-Natal']	 'Pietermaritzburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Pietermaritzburg</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '033 355 5100/ 5172']	 '033 345 0324']	 'c/o Church & Otto Street, Pietermaritzburg, 3201\t']	 'E 30.37971; S -29.59972\t']
 ' Western Cape']	 'Piketberg']	 'Magistrate Court']	" <span class=""officenamecolor"">Piketberg</span>]"	 'Yes ']	 'Yes']		 '022 913 1110/3179']	 '022 913 2155']	 '44 Voortrekker Street, Piketberg 7320\t']	 'E 18.75451; S -32.90652\t']
 ' Mpumalanga']		 'Branch Court']	" <span class=""officenamecolor"">Pilgrim’s Rest</span>]"	 'No ']	 'No']		 '013 767 1221']	 '013 767 1221 Tel/Fax']	 'Court House Main Street, Pilgrims Rest\t']	 '-24.90928; 30.75679\t']
 ' KwaZulu-Natal']	 'Pinetown']	 'Magistrate Court']	" <span class=""officenamecolor"">Pinetown</span>]"	 'Yes ']	 'Yes']		 '031 710 7800']	 '031 709 0339']	 '5 Chancery Lane, Pinetown 3600\t']	 'E 30.86096; S -29.81865\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Plessislaer</span>]"	 'No ']	 'No']		 '033 398 1390/1116/1167']	 '033 398 6923']	 'Old Main Road\t']	 'E 30.33356; S -29.64589\t']
 ' Northern Cape']	 'Pofadder']	 'Detached Court']	" <span class=""officenamecolor"">Pofadder</span>]"	 'Yes ']	 'Yes']		 '054 933 0021']	 '054 933 0600']	 'Skool Street, Pofadder, 8890\t']	 '-29.12479; 19.39461\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Point</span>]"	 'No ']	 'No']		 'See Durban']	 'See Durban']	 'Inter-Lia Point SAPS on 165 Prince Street Durban \t']	 ' ']
 ' Limpopo']	 'Pietersburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Polokwane</span>]"	 'Yes ']	 'Yes']		 '015 294 6000']	 '015 294 6074']	 '34 Landdros Mare street, Polokwane 0699\t']	 '-23.91451; 29.4541\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Pomeroy</span>]"	 'No ']	 'No']		 '033 493 0001/ 0005']	 '033 493 0030']	 '7 Polinghome Str, Pomeroy\t']	 'E 30.42193; S -28.55156\t']
 ' KwaZulu-Natal']	 'Pongola (Area), Magudu (Sub)']	 'Magistrate Court']	" <span class=""officenamecolor"">Pongola</span>]"	 'Yes ']	 'Yes']		 '034 413 1350 / 1364']	 '034 413 2098']	 'Koppie Alleen Str,  Pongola 3170\t']	 'E 31.61894; S -27.384\t']
 ' Eastern Cape']	 'Bathurst']	 'Magistrate Court']	" <span class=""officenamecolor"">Port Alfred</span>]"	 'Yes ']	 'Yes']		 '046 624 1144']	 '046 624 5730']	 'Pascoe Crescent , Port Alfred 5325\t']	 'E 26.89058; S -33.59167\t']
 ' Eastern Cape']	 'Port Elizabeth']	 'Magistrate Court']	" <span class=""officenamecolor"">Port Elizabeth</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '041 502 5133/ 5111/ 5214']	 '041 484 5638']	 '584 Govan Mbeki Street, North End Port Elizabeth 6056\t']	 'E 25.60463; S -33.94436\t']
 ' Northern Cape']	 'Namaqualand']	 'Periodical Court']	" <span class=""officenamecolor"">Port Nolloth</span>]"	 'No ']	 'Yes (Sessions Only)']		 '027 851 8313']	 '027 851 8017']	 'Kuswag Street, Port Nolloth\t']	 '-29.25162; 16.86838\t']
 ' KwaZulu-Natal']	 'Port Shepstone']	 'Magistrate Court']	" <span class=""officenamecolor"">Port Shepstone</span>]"	 'Yes ']	 'Yes']		 '039 682 0136']	 '039 682 5017']	 '5 Court House Road, Port Shepstone 4240\t']	 'E 30.44789; S -30.7346\t']
 ' Eastern Cape']	 'Port St Johns']	 'Magistrate Court']	" <span class=""officenamecolor"">Port St Johns</span>]"	 'Yes ']	 'Yes']		 '047 564 1120/ 1444']	 '047 564 1106']	 '52 Westgate Street, Port St Johns 5540\t']	 'E 29.54936; S -31.62286\t']
 ' Western Cape']		 'Branch Court']	" <span class=""officenamecolor"">Porterville</span>]"	 'No ']	 'No']		 '022 931 2410/ 2162']	 '022 931 2120']	 '37 Voortrekker Street, Porterville 6810\t']	 'E 18.99315; S -33.01163\t']
 ' Northern Cape']	 'Postmasburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Postmasburg</span>]"	 'Yes ']	 'Yes']		 '053 313 1155']	 '053 313 2580']	 '13 Jordaan Street, Postmasburg, 8420\t']	 '-28.33374; 23.06815\t']
 ' North West']	 'Potchefstroom, Ventersdorp']	 'Magistrate Court']	" <span class=""officenamecolor"">Potchefstroom</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '018 294 1600']	 '018 294 0018/5075']	 'Cnr Peter Mokaba & Wolmarans Street, Potchefstroom 2531\t']	 '-25.646229; 27.213076\t']
 ' Limpopo']	 'Praktiseer']	 'Magistrate Court']	" <span class=""officenamecolor"">Praktiseer</span>]"	 'Yes ']	 'Yes']		 '013 216 1091']	 '013 216 1730']	 'Police Station Street, Praktiseer 1150\t']	 '-24.58074; 30.32332\t']
 ' Gauteng']	 'Pretoria, Soshanguve']	 'Magistrate Court']	" <span class=""officenamecolor"">Pretoria</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '012 319 4000']	 '012 328 6546']	 'Cnr Schoeman (Francis Baard) & Schubart (Sophie De Bruyn) Street, Pretoria 0001\xa0\xa0\t']	 '-25.74825; 28.18449\t']
 ' Gauteng']	 'Wonderboom']	 'Magistrate Court']	" <span class=""officenamecolor"">Pretoria North</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '012 521 1002/ 4 ']	 '012 565 5804 / 546 3291']	 '335 Emily Hobhouse Street, Pretoria North 0182\t']	 '-25.67076; 28.1737\t']
 ' Northern Cape']	 'Prieska']	 'Magistrate Court']	" <span class=""officenamecolor"">Prieska</span>]"	 'Yes ']	 'Yes']		 '053 353 1105']	 '053 353 2092']	 '1 Steward Street, Prieska, 8940\t']	 '-29.66815; 22.74982\t']
 ' Western Cape']	 'Prince Albert']	 'Magistrate Court']	" <span class=""officenamecolor"">Prince Albert</span>]"	 'Yes ']	 'Yes']		 '023 541 1450/ 1831']	 '023 541 1955']	 '26 Kerk Street, Prince Albert 6930\t']	 'E 22.03121; S -33.22747\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Qudeni</span>]"	 'No ']	 'No']		 '035 833 0028']	 '035 833 0370']	 'Qudeni Main Road, Ekombe\t']	 'E 30.89735; S -28.64475\t']
 ' Eastern Cape']	 'Queenstown']	 'Magistrate Court']	" <span class=""officenamecolor"">Queenstown</span>]"	 'Yes ']	 'Yes']		 '045 838 3801']	 '045 839 2665']	 '76 Robinson Road, Queenstown 5320\t']	 'E 26.86999; S -31.89849\t']
 ' Eastern Cape']	 'Qumbu']	 'Magistrate Court']	" <span class=""officenamecolor"">Qumbu</span>]"	 'Yes ']	 'Yes']		 '047 553 0008']	 '047 553 1061']	 '95 Main Street, Qumbu 5180\t']	 'E 28.87128; S -31.16241\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Ramokgopa</span>]"	 'No ']	 'No']		 'See Morebeng']	 'See Morebeng']	 'Ramokgopa\t']	 '-23.47225; 29.80511\t']
 ' KwaZulu-Natal']	 'Port Shepstone']	 'Branch Court']	" <span class=""officenamecolor"">Ramsgate</span>]"	 'No ']	 'Yes (Sessions Only)']		 '039 314 4165']	 '039 314 9825']	 'c/o Marine Drive & Alfred Road, Ramsgate\t']	 'E 30.35163; S -30.88216\t']
 ' Gauteng']	 'Randburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Randburg</span>]"	 'Yes ']	 'Yes']		 '011 998 5300']	 '011 326 1023']	 '18 Shepherd Avenue, Kensington B, Randburg 2125\t']	 '-26.07748; 27.99628\t']
